label,frame,timestamp,confidence
focused,145,6.047708333333333,tensor(0.5203)
focused,146,6.089416666666666,tensor(0.6007)
focused,147,6.131125,tensor(0.5269)
focused,148,6.172833333333333,tensor(0.4599)
focused,149,6.214541666666666,tensor(0.4796)
focused,150,6.25625,tensor(0.5023)
focused,151,6.297958333333333,tensor(0.5827)
focused,152,6.339666666666666,tensor(0.5308)
focused,175,7.298958333333333,tensor(0.4687)
focused,176,7.3406666666666665,tensor(0.4707)
focused,177,7.382375,tensor(0.5265)
focused,178,7.424083333333333,tensor(0.5429)
focused,179,7.465791666666666,tensor(0.5527)
focused,180,7.507499999999999,tensor(0.5456)
focused,181,7.549208333333333,tensor(0.5873)
focused,182,7.590916666666666,tensor(0.4563)
focused,183,7.632624999999999,tensor(0.4578)
focused,184,7.674333333333333,tensor(0.4862)
focused,186,7.75775,tensor(0.4894)
focused,187,7.799458333333333,tensor(0.5527)
focused,188,7.841166666666666,tensor(0.6063)
focused,192,8.008,tensor(0.5001)
focused,193,8.049708333333333,tensor(0.4589)
focused,194,8.091416666666666,tensor(0.5112)
focused,195,8.133125,tensor(0.5845)
focused,196,8.174833333333332,tensor(0.6248)
focused,197,8.216541666666666,tensor(0.6006)
focused,300,12.5125,tensor(0.5676)
focused,301,12.554208333333332,tensor(0.6795)
focused,302,12.595916666666666,tensor(0.6300)
focused,344,14.347666666666665,tensor(0.5071)
focused,345,14.389375,tensor(0.4807)
focused,347,14.472791666666666,tensor(0.4978)
focused,348,14.514499999999998,tensor(0.6427)
focused,349,14.556208333333332,tensor(0.7075)
focused,350,14.597916666666666,tensor(0.6839)
focused,351,14.639624999999999,tensor(0.6124)
focused,352,14.681333333333333,tensor(0.5721)
focused,353,14.723041666666665,tensor(0.7200)
focused,354,14.76475,tensor(0.6653)
focused,365,15.223541666666666,tensor(0.5302)
focused,366,15.265249999999998,tensor(0.4641)
focused,377,15.724041666666665,tensor(0.4813)
focused,378,15.765749999999999,tensor(0.4796)
focused,379,15.807458333333333,tensor(0.6571)
focused,380,15.849166666666665,tensor(0.6328)
focused,381,15.890875,tensor(0.6994)
focused,382,15.932583333333332,tensor(0.6819)
focused,383,15.974291666666666,tensor(0.6976)
focused,384,16.016,tensor(0.7165)
focused,385,16.05770833333333,tensor(0.6588)
focused,386,16.099416666666666,tensor(0.6895)
focused,387,16.141125,tensor(0.6699)
focused,388,16.18283333333333,tensor(0.6416)
focused,389,16.224541666666667,tensor(0.6170)
focused,390,16.26625,tensor(0.7073)
focused,391,16.307958333333332,tensor(0.7161)
focused,392,16.349666666666664,tensor(0.7529)
focused,393,16.391375,tensor(0.7860)
focused,394,16.433083333333332,tensor(0.7865)
focused,394,16.433083333333332,tensor(0.5315)
focused,395,16.474791666666665,tensor(0.7430)
focused,396,16.516499999999997,tensor(0.7214)
focused,397,16.558208333333333,tensor(0.7187)
focused,398,16.599916666666665,tensor(0.7759)
focused,399,16.641624999999998,tensor(0.8004)
focused,400,16.683333333333334,tensor(0.8404)
focused,401,16.725041666666666,tensor(0.8505)
focused,402,16.76675,tensor(0.8413)
focused,403,16.80845833333333,tensor(0.8292)
focused,404,16.850166666666667,tensor(0.7942)
focused,405,16.891875,tensor(0.7390)
focused,406,16.93358333333333,tensor(0.7341)
focused,407,16.975291666666667,tensor(0.8071)
focused,408,17.017,tensor(0.7877)
focused,409,17.058708333333332,tensor(0.8166)
focused,410,17.100416666666664,tensor(0.8405)
focused,411,17.142125,tensor(0.8404)
focused,412,17.183833333333332,tensor(0.8401)
focused,413,17.225541666666665,tensor(0.7882)
focused,414,17.267249999999997,tensor(0.8033)
focused,415,17.308958333333333,tensor(0.7451)
focused,416,17.350666666666665,tensor(0.6517)
sleep,492,20.5205,tensor(0.4776)
sleep,503,20.979291666666665,tensor(0.5260)
focused,518,21.604916666666664,tensor(0.5968)
focused,521,21.730041666666665,tensor(0.5418)
focused,522,21.771749999999997,tensor(0.5103)
focused,536,22.355666666666664,tensor(0.5307)
focused,538,22.439083333333333,tensor(0.4823)
focused,539,22.480791666666665,tensor(0.5122)
focused,540,22.522499999999997,tensor(0.4516)
focused,541,22.564208333333333,tensor(0.4906)
focused,542,22.605916666666666,tensor(0.5558)
focused,543,22.647624999999998,tensor(0.5350)
focused,544,22.68933333333333,tensor(0.5761)
focused,545,22.731041666666666,tensor(0.5689)
focused,551,22.981291666666664,tensor(0.5468)
focused,552,23.023,tensor(0.5591)
focused,553,23.064708333333332,tensor(0.4844)
focused,556,23.189833333333333,tensor(0.4637)
focused,574,23.940583333333333,tensor(0.5078)
focused,575,23.982291666666665,tensor(0.5340)
focused,576,24.023999999999997,tensor(0.5796)
focused,577,24.065708333333333,tensor(0.4813)
focused,590,24.607916666666664,tensor(0.5100)
focused,591,24.649624999999997,tensor(0.5157)
focused,592,24.691333333333333,tensor(0.4952)
focused,598,24.94158333333333,tensor(0.5529)
focused,599,24.983291666666666,tensor(0.5962)
focused,600,25.025,tensor(0.5828)
focused,601,25.06670833333333,tensor(0.6065)
focused,602,25.108416666666663,tensor(0.5662)
sleep,603,25.150125,tensor(0.7005)
focused,603,25.150125,tensor(0.5882)
sleep,604,25.19183333333333,tensor(0.6971)
focused,604,25.19183333333333,tensor(0.5434)
