label,frame,timestamp,confidence
focused,0,0.0,tensor(0.8616)
focused,0,0.0,tensor(0.7950)
focused,0,0.0,tensor(0.7266)
focused,0,0.0,tensor(0.9111)
focused,0,0.0,tensor(0.8483)
focused,0,0.0,tensor(0.6433)
unfocused,0,0.0,tensor(0.5799)
focused,0,0.0,tensor(0.9148)
focused,0,0.0,tensor(0.8636)
focused,0,0.0,tensor(0.6280)
unfocused,0,0.0,tensor(0.6032)
focused,0,0.0,tensor(0.9159)
focused,0,0.0,tensor(0.8569)
unfocused,0,0.0,tensor(0.7503)
focused,0,0.0,tensor(0.9209)
focused,0,0.0,tensor(0.8569)
unfocused,0,0.0,tensor(0.7567)
focused,0,0.0,tensor(0.8399)
unfocused,0,0.0,tensor(0.7595)
focused,0,0.0,tensor(0.7327)
focused,0,0.0,tensor(0.6850)
focused,0,0.0,tensor(0.5555)
focused,0,0.0,tensor(0.8332)
focused,0,0.0,tensor(0.7844)
unfocused,0,0.0,tensor(0.7591)
focused,0,0.0,tensor(0.6766)
focused,0,0.0,tensor(0.8567)
unfocused,0,0.0,tensor(0.8342)
focused,0,0.0,tensor(0.7045)
focused,0,0.0,tensor(0.5847)
focused,0,0.0,tensor(0.8485)
unfocused,0,0.0,tensor(0.7951)
unfocused,0,0.0,tensor(0.7779)
focused,0,0.0,tensor(0.7111)
unfocused,0,0.0,tensor(0.8394)
focused,0,0.0,tensor(0.8076)
unfocused,0,0.0,tensor(0.7579)
focused,0,0.0,tensor(0.6636)
unfocused,0,0.0,tensor(0.8642)
focused,0,0.0,tensor(0.8168)
focused,0,0.0,tensor(0.7947)
unfocused,0,0.0,tensor(0.6993)
unfocused,0,0.0,tensor(0.8615)
focused,0,0.0,tensor(0.8307)
focused,0,0.0,tensor(0.7642)
unfocused,0,0.0,tensor(0.6760)
unfocused,0,0.0,tensor(0.8579)
focused,0,0.0,tensor(0.8064)
focused,0,0.0,tensor(0.7832)
unfocused,0,0.0,tensor(0.5722)
unfocused,0,0.0,tensor(0.8194)
focused,0,0.0,tensor(0.7761)
focused,0,0.0,tensor(0.6583)
focused,0,0.0,tensor(0.5932)
unfocused,0,0.0,tensor(0.8294)
focused,0,0.0,tensor(0.8055)
focused,0,0.0,tensor(0.6924)
focused,0,0.0,tensor(0.5983)
focused,0,0.0,tensor(0.7923)
unfocused,0,0.0,tensor(0.7832)
focused,0,0.0,tensor(0.7806)
focused,0,0.0,tensor(0.5807)
focused,0,0.0,tensor(0.7602)
focused,0,0.0,tensor(0.6414)
focused,0,0.0,tensor(0.5842)
focused,0,0.0,tensor(0.7416)
focused,0,0.0,tensor(0.5883)
focused,0,0.0,tensor(0.5745)
focused,0,0.0,tensor(0.8744)
focused,0,0.0,tensor(0.6564)
focused,0,0.0,tensor(0.6445)
